passenger_count,trip_distance,pickup_longitude,pickup_latitude,RateCodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,fare_amount,extra,mta_tax,tip_amount,tolls_amount,total_amount,vendor_id,pickup_datetime,dropoff_datetime,rate_code,payment_type,imp_surcharge
1,2.2,-73.95584869,40.78207779,,N,-73.98174286,40.77689743,10.5,1,0.5,0,0,12.3,2,06/01/2015 5:00:42 PM,06/01/2015 5:13:15 PM,1,2,
1,1.7,-73.95679474,40.78422928,,N,-73.97306824,40.76422501,9.5,1,0.5,2.25,0,13.55,1,06/01/2015 5:00:42 PM,06/01/2015 5:12:32 PM,1,1,
1,1.7,-73.96333313,40.76865768,,N,-73.98137665,40.75272751,10.5,1,0.5,0,0,12.3,1,06/01/2015 5:00:42 PM,06/01/2015 5:15:23 PM,1,2,
4,1.1,-73.96844482,40.75495911,,N,-73.96263885,40.76695633,11.5,1,0.5,1,0,14.3,2,06/01/2015 5:00:42 PM,06/01/2015 5:18:23 PM,1,1,
1,17.47,-73.78178406,40.64473343,,N,-73.97923279,40.75286865,52,0,0.5,0,5.54,58.34,2,06/01/2015 5:00:43 PM,06/01/2015 5:57:26 PM,2,2,
5,0.99,-73.99546814,40.7326889,,N,-73.9910965,40.74232101,7.5,1,0.5,0,0,9.3,2,06/01/2015 5:00:43 PM,06/01/2015 5:09:42 PM,1,2,
1,14.4,-74.00591278,40.70823288,,N,-73.8708725,40.77409363,40,1,0.5,11.84,5.54,59.18,2,06/01/2015 5:00:43 PM,06/01/2015 5:38:26 PM,1,1,
6,3.43,-73.95561981,40.77871323,,N,-73.99172211,40.76985168,15,1,0.5,4.2,0,21,2,06/01/2015 5:00:43 PM,06/01/2015 5:17:58 PM,1,1,
1,1.18,-73.98149872,40.75886154,,N,-73.98204803,40.77212143,7,1,0.5,1.76,0,10.56,2,06/01/2015 5:00:43 PM,06/01/2015 5:07:47 PM,1,1,
1,1.1,-73.95944214,40.76348114,,N,-73.96951294,40.75770187,7,1,0.5,0,0,8.8,1,06/01/2015 5:00:43 PM,06/01/2015 5:09:07 PM,1,2,
1,1.44,-73.98619843,40.75765228,,N,-73.97248077,40.74514008,10,1,0.5,2.36,0,14.16,2,06/01/2015 5:00:43 PM,06/01/2015 5:14:55 PM,1,1,
1,0.64,-73.97994995,40.78401184,,N,-73.98220062,40.77251816,8,1,0.5,0,0,9.8,2,06/01/2015 5:00:43 PM,06/01/2015 5:11:22 PM,1,2,
1,0.6,-73.99201965,40.74401474,,N,-73.99123383,40.75030518,6.5,1,0.5,0,0,8.3,2,06/01/2015 5:00:44 PM,06/01/2015 5:08:36 PM,1,2,
4,1.43,-73.98534393,40.74170685,,N,-73.9875412,40.75639725,11,1,0.5,1,0,13.8,2,06/01/2015 5:00:44 PM,06/01/2015 5:16:42 PM,1,1,
1,0.7,-73.98793793,40.77482224,,N,-73.9822464,40.78275681,4.5,1,0.5,1.25,0,7.55,1,06/01/2015 5:00:44 PM,06/01/2015 5:03:56 PM,1,1,
2,1.57,-73.95694733,40.81769943,,N,-73.97028351,40.79815292,8,1,0.5,1.96,0,11.76,2,06/01/2015 5:00:44 PM,06/01/2015 5:08:19 PM,1,1,
1,1.78,-73.99643707,40.7532196,,N,-73.98503876,40.77406693,9.5,1,0.5,2.82,0,14.12,2,06/01/2015 5:00:45 PM,06/01/2015 5:12:03 PM,1,1,
1,2.6,-73.97451019,40.74684906,,N,-73.98957062,40.73445129,13.5,1,0.5,0,0,15.3,1,06/01/2015 5:00:46 PM,06/01/2015 5:18:46 PM,1,2,
1,22.7,-73.97503662,40.76205063,,N,-74.01818085,40.63218689,61,1,0.5,7,0,69.8,2,06/01/2015 5:00:46 PM,06/01/2015 5:39:46 PM,1,1,
1,0.7,0,0,,N,0,0,4.5,1,0.5,1,0,7.3,1,06/01/2015 5:00:46 PM,06/01/2015 5:03:18 PM,1,1,
1,1.4,-73.98410034,40.75522232,,N,-73.98110199,40.77102661,8,1,0.5,0.75,0,10.55,1,06/01/2015 5:00:46 PM,06/01/2015 5:10:25 PM,1,1,
1,0.8,-73.98648071,40.74027252,,N,-73.98905182,40.73052979,5.5,1,0.5,0,0,7.3,1,06/01/2015 5:00:46 PM,06/01/2015 5:05:06 PM,1,2,
5,1.82,-73.98586273,40.76236343,,N,-73.96953583,40.78549194,8.5,1,0.5,2.06,0,12.36,2,06/01/2015 5:00:46 PM,06/01/2015 5:09:46 PM,1,1,
2,2.3,-73.98888397,40.74209595,,N,-73.97425842,40.7647934,19.5,1,0.5,0,0,21.3,2,06/01/2015 5:00:46 PM,06/01/2015 5:33:27 PM,1,2,
2,1.43,-73.99320221,40.74153137,,N,-73.9781723,40.75242615,11,1,0.5,3.84,0,16.64,2,06/01/2015 5:00:46 PM,06/01/2015 5:16:44 PM,1,1,
1,2.2,-73.99329376,40.73674393,,N,-74.00276947,40.76055908,10.5,1,0.5,0,0,12.3,1,06/01/2015 5:00:47 PM,06/01/2015 5:13:00 PM,1,2,
1,2.5,-73.99111176,40.75602722,,N,-73.96221924,40.770401,13,1,0.5,0,0,14.8,2,06/01/2015 5:00:47 PM,06/01/2015 5:18:46 PM,1,2,
1,0.7,-73.9620285,40.76818085,,N,-73.95502472,40.77747726,4.5,1,0.5,0,0,6.3,1,06/01/2015 5:00:47 PM,06/01/2015 5:03:24 PM,1,2,
3,4.1,-73.97319794,40.76416779,,N,-74.00495911,40.71926498,20.5,1,0.5,5.55,0,27.85,1,06/01/2015 5:00:48 PM,06/01/2015 5:30:37 PM,1,1,
1,1.3,-73.96255493,40.76725769,,N,-73.98183441,40.77133942,8,1,0.5,1.5,0,11.3,1,06/01/2015 5:00:48 PM,06/01/2015 5:11:00 PM,1,1,
5,3.35,-74.00225067,40.71506119,,N,-73.98326111,40.75575638,19.5,1,0.5,4.26,0,25.56,2,06/01/2015 5:00:49 PM,06/01/2015 5:31:41 PM,1,1,
1,2.56,-74.0149765,40.71427536,,N,-73.99399567,40.74121857,11.5,1,0.5,2.66,0,15.96,2,06/01/2015 5:00:50 PM,06/01/2015 5:14:56 PM,1,1,
1,0.8,-73.98278046,40.76761627,,N,-73.98766327,40.77648544,6,1,0.5,1.56,0,9.36,1,06/01/2015 5:00:50 PM,06/01/2015 5:06:42 PM,1,1,
2,0.9,-73.98711395,40.75527573,,N,-73.98514557,40.7611084,9,1,0.5,0,0,10.8,1,06/01/2015 5:00:50 PM,06/01/2015 5:13:56 PM,1,2,
3,1.59,-73.95740509,40.77018738,,N,-73.96418762,40.75550079,7,1,0.5,1,0,9.8,2,06/01/2015 5:00:51 PM,06/01/2015 5:07:07 PM,1,1,
1,1.2,-73.8708725,40.77381897,,N,-73.86721802,40.76887512,7,1,0.5,0,0,8.8,1,06/01/2015 5:00:51 PM,06/01/2015 5:07:58 PM,1,2,
3,0.9,-73.95597839,40.77883911,,N,-73.95743561,40.76853943,6,1,0.5,0,0,7.8,1,06/01/2015 5:00:51 PM,06/01/2015 5:06:41 PM,1,2,
1,0.62,-73.9609375,40.77251816,,N,-73.95792389,40.77915573,4.5,1,0.5,0,0,6.3,2,06/01/2015 5:00:51 PM,06/01/2015 5:03:49 PM,1,2,
1,0.8,-73.99452209,40.72784424,,N,-74.00150299,40.73744202,5.5,1,0.5,0,0,7.3,1,06/01/2015 5:00:51 PM,06/01/2015 5:06:03 PM,1,2,
1,6.84,-73.9559021,40.77370834,,N,-73.88423157,40.7328186,28.5,1,0.5,3,0,33.3,2,06/01/2015 5:00:51 PM,06/01/2015 5:39:44 PM,1,1,
5,5.11,-74.01574707,40.71125031,,N,-73.98135376,40.75186157,25,1,0.5,0,0,26.8,2,06/01/2015 5:00:51 PM,06/01/2015 5:35:26 PM,1,2,
1,0.66,-73.95915222,40.77743149,,N,-73.9489212,40.77410889,5.5,1,0.5,0,0,7.3,2,06/01/2015 5:00:52 PM,06/01/2015 5:06:27 PM,1,2,
1,2.76,-73.98808289,40.76233292,,N,-73.98674774,40.73484039,11,1,0.5,2.56,0,15.36,2,06/01/2015 5:00:52 PM,06/01/2015 5:14:00 PM,1,1,
1,2.3,-73.97076416,40.76213837,,N,-73.98529053,40.73400497,12,1,0.5,3.45,0,17.25,1,06/01/2015 5:00:52 PM,06/01/2015 5:17:03 PM,1,1,
1,1.6,-73.99091339,40.73458099,,N,-74.0085907,40.72607803,9.5,1,0.5,2.25,0,13.55,1,06/01/2015 5:00:52 PM,06/01/2015 5:13:34 PM,1,1,
6,0.8,-73.97048187,40.78379822,,N,-73.97820282,40.77470016,6,1,0.5,2.34,0,10.14,2,06/01/2015 5:00:52 PM,06/01/2015 5:06:52 PM,1,1,
2,0.7,-73.95758057,40.7768631,,N,-73.96552277,40.77104568,5,1,0.5,0,0,6.8,1,06/01/2015 5:00:53 PM,06/01/2015 5:05:12 PM,1,2,
1,1.37,0,0,,N,0,0,8.5,1,0.5,1,0,11.3,2,06/01/2015 5:00:53 PM,06/01/2015 5:10:48 PM,1,1,
1,2.04,-73.99004364,40.71489716,,N,-73.98513794,40.73801041,10,1,0.5,2.36,0,14.16,2,06/01/2015 5:00:53 PM,06/01/2015 5:12:50 PM,1,1,
1,1.5,-73.97356415,40.7847023,,N,-73.96264648,40.80089569,7,1,0.5,1.76,0,10.56,1,06/01/2015 5:00:53 PM,06/01/2015 5:07:27 PM,1,1,
1,1.31,-73.98661041,40.73048019,,N,-73.98838806,40.74438858,9.5,1,0.5,2.82,0,14.12,2,06/01/2015 5:00:53 PM,06/01/2015 5:13:50 PM,1,1,
1,0.68,-73.95742798,40.78005981,,N,-73.96366882,40.77140045,5,1,0.5,1.36,0,8.16,2,06/01/2015 5:00:53 PM,06/01/2015 5:05:29 PM,1,1,
1,2.14,0,0,,N,0,0,11,1,0.5,1,0,13.8,2,06/01/2015 5:00:54 PM,06/01/2015 5:14:48 PM,1,1,
1,14,-73.86353302,40.76995087,,N,-74.01515198,40.7093811,47.5,1,0.5,10.95,5.54,65.79,1,06/01/2015 5:00:54 PM,06/01/2015 5:56:22 PM,1,1,
1,0.04,-73.97736359,40.75199127,,N,-73.97802734,40.75249481,4,1,0.5,0,0,5.8,2,06/01/2015 5:00:54 PM,06/01/2015 5:04:48 PM,1,2,
2,1.39,-73.97820282,40.7371788,,N,-73.99179077,40.7492218,15.5,1,0.5,3.46,0,20.76,2,06/01/2015 5:00:55 PM,06/01/2015 5:26:38 PM,1,1,
1,0.36,-73.95942688,40.77688599,,N,-73.95884705,40.78094101,3.5,1,0.5,0,0,5.3,2,06/01/2015 5:00:55 PM,06/01/2015 5:02:43 PM,1,2,
2,1.06,-73.98708344,40.75576019,,N,-73.98197937,40.76328659,7,1,0.5,0,0,8.8,2,06/01/2015 5:00:55 PM,06/01/2015 5:09:32 PM,1,2,
1,1.4,-73.97505951,40.79005814,,N,-73.98942566,40.77279663,8.5,1,0.5,2.05,0,12.35,1,06/01/2015 5:00:55 PM,06/01/2015 5:10:35 PM,1,1,
1,5.8,-73.95864105,40.76002502,,N,-74.01106262,40.70187759,19,1,0.5,5.2,0,26,1,06/01/2015 5:00:55 PM,06/01/2015 5:17:28 PM,1,1,
1,1.5,-73.98591614,40.74087524,,N,-73.97529602,40.75557709,16,1,0.5,3.55,0,21.35,1,06/01/2015 5:00:55 PM,06/01/2015 5:27:34 PM,1,1,
1,0.92,-73.96486664,40.80691147,,N,-73.9730835,40.79847336,5.5,1,0.5,1.46,0,8.76,2,06/01/2015 5:00:55 PM,06/01/2015 5:05:54 PM,1,1,
1,0.5,-74.00284576,40.73368835,,N,-74.00699615,40.72657013,4,1,0.5,1,0,6.8,1,06/01/2015 5:00:55 PM,06/01/2015 5:02:29 PM,1,1,
3,1.67,-73.99352264,40.7274437,,N,-73.97505188,40.74155045,8,1,0.5,0,0,9.8,2,06/01/2015 5:00:56 PM,06/01/2015 5:10:13 PM,1,2,
2,1.1,-73.96710968,40.77243042,,N,-73.97755432,40.75814819,7,1,0.5,0,0,8.8,1,06/01/2015 5:00:56 PM,06/01/2015 5:08:49 PM,1,2,
3,1,-73.99520874,40.73952866,,N,-74.00765991,40.7408905,6.5,1,0.5,0,0,8.3,2,06/01/2015 5:00:56 PM,06/01/2015 5:08:08 PM,1,1,
1,1.7,-73.98976135,40.72560883,,N,-74.0070343,40.71843719,9,1,0.5,0,0,10.8,1,06/01/2015 5:00:56 PM,06/01/2015 5:12:18 PM,1,2,
1,0.7,-73.95322418,40.77945709,,N,-73.9454422,40.77943039,4.5,1,0.5,1,0,7.3,1,06/01/2015 5:00:57 PM,06/01/2015 5:04:59 PM,1,1,
1,0.8,-73.96450043,40.77297592,,N,-73.9567337,40.78070068,4.5,1,0.5,1.25,0,7.55,1,06/01/2015 5:00:58 PM,06/01/2015 5:03:57 PM,1,1,
1,1,-73.96766663,40.7926712,,N,-73.97915649,40.78367996,6,1,0.5,0,0,7.8,1,06/01/2015 5:00:58 PM,06/01/2015 5:06:34 PM,1,2,
3,5.69,-74.01118469,40.70294571,,N,-73.9750061,40.75499344,22.5,1,0.5,4.86,0,29.16,2,06/01/2015 5:00:58 PM,06/01/2015 5:25:14 PM,1,1,
1,1,-73.98686218,40.74219894,,N,-73.97885132,40.75340271,9,1,0.5,0,0,10.8,1,06/01/2015 5:00:58 PM,06/01/2015 5:13:30 PM,1,2,
1,2.6,-74.00215912,40.7296257,,N,-73.97895813,40.7617569,13,1,0.5,0,0,14.8,2,06/01/2015 5:00:58 PM,06/01/2015 5:18:13 PM,1,2,
1,2.23,-73.98664856,40.76153564,,N,-73.96071625,40.77259827,10.5,1,0.5,0,0,12.3,2,06/01/2015 5:00:59 PM,06/01/2015 5:13:33 PM,1,1,
1,2.05,-73.99356079,40.7498703,,N,-73.98255157,40.73944092,13.5,1,0.5,0,0,15.3,2,06/01/2015 5:00:59 PM,06/01/2015 5:21:06 PM,1,2,
4,1.94,-74.00286865,40.7604599,,N,-73.98232269,40.7765007,9,1,0.5,1,0,11.8,2,06/01/2015 5:00:59 PM,06/01/2015 5:10:25 PM,1,1,
1,1.33,-73.97911072,40.75081635,,N,-73.9779892,40.76490021,10.5,1,0.5,2.46,0,14.76,2,06/01/2015 5:00:59 PM,06/01/2015 5:16:44 PM,1,1,
1,3.53,-73.87294769,40.77418137,,N,-73.90500641,40.74221039,12,1,0.5,0,0,13.8,2,06/01/2015 5:01:00 PM,06/01/2015 5:09:21 PM,1,2,
1,1.09,-73.99149323,40.75009155,,N,-73.97933197,40.74978638,17,1,0.5,3.76,0,22.56,2,06/01/2015 5:01:00 PM,06/01/2015 5:30:13 PM,1,1,
6,1.67,-73.99681091,40.76277161,,N,-73.97086334,40.75574875,10.5,1,0.5,2.46,0,14.76,2,06/01/2015 5:01:00 PM,06/01/2015 5:15:49 PM,1,1,
